system:index,PfafIDDomWN_yearY2014M12,countDomWN_yearY2014M12,meanDomWN_yearY2014M12,.geo
1262,132669,23573,9.625552848576033E-6,
1263,132670,3374,6.316491992766217E-5,
1264,132681,31,6.256580696898236E-4,
1265,132682,24910,2.299024488688408E-5,
1266,132683,2645,4.319873445932592E-5,
1267,132684,28207,1.2110806793549866E-5,
1268,132685,8593,4.212543937890972E-5,
1269,132686,62254,1.6581158179487395E-6,
1270,132687,3789,2.017272889583375E-5,
1271,132688,23557,4.6965585689168044E-6,
1272,132689,43379,2.5966878915180224E-5,
1273,132691,15066,4.639729176609379E-5,
1274,132692,10762,6.21319443448703E-5,
1275,132693,442,2.2877364486021102E-5,
1276,132694,20739,2.3718116858519842E-5,
1277,132695,3997,8.35877007824053E-5,
1278,132696,29193,6.997192031036783E-5,
1279,132697,37782,6.18812726424462E-5,
1280,132698,19492,1.0034031685320762E-4,
1281,132699,26113,2.707735651282888E-4,
1282,132710,1953,6.570313182480525E-5,
1283,132721,41,0.005042411341014532,
1284,132722,16757,3.464179878611084E-5,
1285,132723,8633,9.413558720593908E-5,
1286,132724,51521,2.5455113671150173E-5,
1287,132725,7172,5.6555725373381494E-5,
1288,132726,24916,2.732277526404629E-5,
1289,132727,5825,6.446923378068926E-5,
1290,132728,46216,5.286801135719273E-5,
1291,132729,59964,5.309102254559218E-5,
1292,132730,1380,3.783547439771158E-5,
1293,132741,7096,2.8926927063831755E-5,
1294,132742,4456,4.087097169103685E-5,
1295,132743,2855,6.0788753714712985E-5,
1296,132744,38189,4.721228744688724E-5,
1297,132745,3989,3.666194573758401E-5,
1298,132746,7577,3.417396763498316E-5,
1299,132747,4885,5.6587260978435E-5,
1300,132748,8784,6.62517829766457E-5,
1301,132749,18814,4.172495972767089E-5,
1302,132751,4610,2.8343806902974125E-5,
1303,132752,3507,6.555314674633398E-5,
1304,132753,1920,2.8612935536959184E-5,
1305,132754,5072,1.1465220545442879E-4,
1306,132755,1571,5.9025925117973084E-5,
1307,132756,61075,8.765050707739147E-5,
1308,132757,23629,1.125879994562398E-4,
1309,132758,62211,4.353667629135509E-5,
1310,132759,13031,4.709034649865191E-5,
1311,132761,43981,3.4751588804941415E-5,
1312,132762,25367,1.12517783421604E-4,
1313,132763,20434,6.455889137542687E-5,
1314,132764,15028,2.4300877261784345E-5,
1315,132765,1838,1.531145842217772E-5,
1316,132766,9627,4.4732872473512725E-4,
1317,132767,10471,1.1147565527223641E-4,
1318,132768,7784,1.8228122190829703E-4,
1319,132769,6666,5.230794322513163E-4,
1320,132770,7272,1.2889729470462843E-4,
1321,132781,1236,2.635687737833357E-4,
1322,132782,6801,4.46207879857053E-5,
1323,132783,64924,5.8596597193224627E-5,
1324,132784,6077,1.1055311585279009E-4,
1325,132785,3652,7.305634966047028E-5,
1326,132786,6724,1.302755567750764E-4,
1327,132787,2758,6.116603329587397E-5,
1328,132788,4069,4.2320323316734775E-5,
1329,132789,25503,7.834228456653576E-5,
1330,132791,6055,1.1534131380565248E-4,
1331,132792,69368,5.184279441353576E-5,
1332,132793,44948,4.2492134019544044E-5,
1333,132794,60667,1.810255543495582E-4,
1334,132795,1144,3.7295952410622625E-5,
1335,132796,36367,1.5476220654209096E-4,
1336,132797,19754,1.2378679866994107E-5,
1337,132798,33473,1.338670532609747E-4,
1338,132799,95726,8.629824809508814E-5,
1339,132810,4558,4.19712497686806E-5,
1340,132820,11310,2.9548099101861827E-5,
1341,132830,21102,2.9110189952967168E-5,
1342,132841,5759,1.7727967800158307E-5,
1343,132842,6864,7.297125960039321E-5,
1344,132843,5266,1.2879112136659644E-4,
1345,132844,3663,1.38957610545822E-4,
1346,132845,98,0.0,
1347,132846,5557,3.524186483439634E-4,
1348,132847,22720,1.4275823300141852E-4,
1349,132848,7981,8.585153747502555E-4,
1350,132849,12511,4.118063679981263E-4,
1351,132850,6963,1.4202142929263685E-4,
1352,132861,531,0.0,
1353,132862,1903,2.2464721385808172E-6,
1354,132863,54,0.0,
1355,132864,4166,3.696407286358301E-4,
1356,132865,10176,3.959650105449745E-4,
1357,132866,3672,2.216973141523657E-4,
1358,132867,13286,0.0018982036365084258,
1359,132868,1974,6.422472861722404E-4,
1360,132869,5770,0.0019589518957481796,
1361,132870,15752,4.0706976858533625E-4,
1362,132881,1191,4.170879757701547E-4,
1363,132882,18934,6.447437212412834E-4,
1364,132883,5211,1.2138188590223397E-4,
1365,132884,20242,1.1259872441119418E-4,
1366,132885,238,1.6309983904559784E-5,
1367,132886,8369,3.334200470860048E-4,
1368,132887,535,4.458038030255726E-5,
1369,132888,8406,4.638879011194052E-4,
1370,132889,14950,4.062733900361924E-4,
1371,132891,1271,1.7773179146660602E-4,
1372,132892,10214,4.7397727506997814E-5,
1373,132893,7328,2.744537548709792E-4,
1374,132894,4993,2.7537149682488077E-4,
1375,132895,3390,1.1013051257113821E-4,
1376,132896,8887,2.2541466549470928E-5,
1377,132897,8090,1.6944101183967667E-4,
1378,132898,9881,8.780429364721127E-6,
1379,132899,8213,1.2512552710807176E-4,
1380,132910,12700,5.538649912441264E-5,
1381,132920,13266,4.090874580641616E-5,
1382,132930,3022,2.263196853299219E-5,
1383,132941,9673,6.760347823896421E-5,
1384,132942,9494,6.11663949995921E-5,
1385,132943,2864,1.7700195209745706E-4,
1386,132944,23082,6.339056588533427E-5,
1387,132945,833,7.145330698095504E-5,
1388,132946,62650,4.773002783121264E-5,
1389,132947,14389,7.948332670871216E-5,
1390,132948,33111,2.0854904146285738E-5,
1391,132949,39169,4.5736601763891826E-5,
1392,132951,3831,8.118745913321755E-6,
1393,132952,5593,8.37637380073412E-5,
1394,132953,6291,5.020722086502551E-6,
1395,132954,6058,1.0316724305129028E-5,
1396,132955,16674,2.488077618333312E-5,
1397,132956,6539,4.836388568341415E-5,
1398,132957,559,9.047585764950695E-6,
1399,132958,9035,3.287580474745509E-5,
1400,132959,7763,3.7834458704325105E-4,
1401,132960,31967,4.3470765898076264E-4,
1402,132971,47968,6.377396449556918E-4,
1403,132972,11614,1.8826815524862887E-4,
1404,132973,23468,3.566680333800704E-4,
1405,132974,8806,6.245763154623371E-5,
1406,132975,1257,3.208859849249421E-4,
1407,132976,12623,2.2304391668063827E-4,
1408,132977,2041,9.454140600933845E-4,
1409,132978,11307,1.8049637805994383E-4,
1410,132979,1010,3.308176223788429E-4,
1411,132980,21672,7.995743514049178E-4,
1412,132991,4020,5.966530581605036E-4,
1413,132992,9455,2.301575368547103E-4,
1414,132993,3616,2.6854330581708123E-4,
1415,132994,5779,5.291855696534924E-4,
1416,132995,1723,5.242221125961813E-4,
1417,132996,9883,5.435784631640649E-4,
1418,132997,21195,5.285594884263819E-4,
1419,132998,6887,5.992076141153476E-4,
1420,132999,12800,5.332595900019153E-4,
1421,133100,23877,0.0010425653617108775,
1422,133201,15918,3.7412687131524125E-5,
1423,133202,2770,1.3005122403445158E-5,
1424,133203,25,3.616103070870078E-5,
1425,133204,18801,1.339605325532719E-5,
1426,133205,4840,2.0503359026049907E-5,
1427,133206,4532,4.280396492085205E-5,
1428,133207,4360,4.563398209914976E-5,
1429,133208,7332,2.2540323067605916E-5,
1430,133209,11186,1.9076931676202057E-5,
1431,133301,10760,4.044991041584443E-5,
1432,133302,29224,3.9270024902127406E-5,
1433,133303,464,2.163414536784809E-4,
1434,133304,5221,4.6032853283862386E-5,
1435,133305,588,1.2883730125106518E-5,
1436,133306,4374,1.9035840222659346E-4,
1437,133307,266,1.2442499330016425E-5,
1438,133308,10586,7.4886837210612E-5,
1439,133309,350,2.4969841835477016E-6,
1440,133410,12416,4.783316169957754E-5,
1441,133421,1718,5.285649077248693E-5,
1442,133422,8733,2.7584986955860685E-5,
1443,133423,2494,5.917118687463482E-5,
1444,133424,2603,6.205443479623494E-5,
1445,133425,8479,1.020086713458173E-4,
1446,133426,4165,3.068792067423865E-5,
1447,133427,1414,5.4395242446413535E-5,
1448,133428,2965,6.356988938928996E-5,
1449,133429,5432,3.46285326380606E-5,
1450,133430,15129,3.09698178095525E-4,
1451,133440,13109,6.914447872357665E-5,
1452,133450,20211,3.696419155633523E-5,
1453,133461,4139,2.315512904008273E-5,
1454,133462,13056,3.8557118836077125E-5,
1455,133463,11241,4.615382182088904E-5,
1456,133464,11737,3.0104892971221044E-5,
1457,133465,2694,5.156555444527071E-5,
1458,133466,8852,7.013128018945422E-5,
1459,133467,9133,1.157720933393979E-4,
1460,133468,7388,1.0486451349796465E-4,
1461,133469,9986,2.247853809929302E-5,
1462,133471,679,1.9346427080122417E-5,
1463,133472,11624,1.3899248232284673E-5,
1464,133473,3842,3.003683102953963E-5,
1465,133474,5463,3.199881178437902E-5,
1466,133475,5,0.0025401350802751266,
1467,133476,8129,2.2754688328753055E-5,
1468,133477,3279,1.441517175964092E-5,
1469,133478,5451,2.037092860020931E-5,
1470,133479,6532,4.400653635946594E-6,
1471,133480,11836,2.1751152726393014E-5,
1472,133490,16810,2.901190888733332E-5,
1473,133510,22295,5.048970319381148E-4,
1474,133520,8651,8.382119655510361E-4,
1475,133530,2284,0.0018874817245816704,
1476,133540,15799,0.001508196257407656,
1477,133550,2424,0.005449205909631251,
1478,133561,6255,1.745357733560235E-4,
1479,133562,3787,2.393912240330649E-4,
1480,133563,5404,5.670831908907054E-4,
1481,133564,3143,0.0014653740391014026,
1482,133565,1209,1.7565006199571283E-4,
1483,133566,7962,1.7237238865509848E-4,
1484,133567,281,7.181059299084624E-5,
1485,133568,3112,2.508700943794354E-4,
1486,133569,4933,2.7243910798309287E-5,
1487,133570,11620,1.5520613394121597E-4,
1488,133580,32536,6.478434218025836E-4,
1489,133590,402,2.8967376125590787E-4,
1490,133610,12586,6.698041154665141E-4,
1491,133621,419,4.1233755648431586E-4,
1492,133622,8035,1.337143819575804E-4,
1493,133623,2029,3.4634436062799367E-4,
1494,133624,10311,0.001912364644354977,
1495,133625,2957,6.111111123914802E-4,
1496,133626,7662,1.8714010866293688E-4,
1497,133627,5858,0.0010258636309915551,
1498,133628,4677,5.946668435505177E-4,
1499,133629,8629,1.9379655307379234E-4,
1500,133630,33626,3.3869190593666565E-4,
1501,133640,23715,1.4854231349085143E-4,
1502,133650,11989,1.2642797905669715E-4,
1503,133660,9365,1.321731008277352E-4,
1504,133670,2319,1.1328928159365996E-4,
1505,133680,6835,1.7475596818888572E-4,
1506,133690,5380,2.0883676467860438E-4,
1507,133701,1295,7.876586860083279E-4,
1508,133702,3226,7.445149375794595E-4,
1509,133703,213,0.04606227915101246,
1510,133704,14298,0.001381789871135792,
1511,133705,134,0.006014636167834359,
1512,133706,4945,0.0010030693740579934,
1513,133707,8873,7.745087122735183E-4,
1514,133708,2867,0.0011190067266730673,
1515,133709,4403,0.0021975243225380208,
1516,133801,7080,0.006182139011501781,
1517,133802,8344,0.006517966492978551,
1518,133803,4258,0.004475321863587639,
1519,133804,19198,0.0027497197994462183,
1520,133805,6155,0.0011788461305168433,
1521,133806,3906,6.03865335387183E-4,
1522,133807,8244,8.931252455197028E-4,
1523,133808,2754,8.422845582851567E-4,
1524,133809,1785,8.223159363656471E-4,
1525,133900,310,0.007674256551514309,
1526,134000,3527,4.495732168157082E-4,
1527,141000,31381,0.008697870652858793,
1528,142100,34574,0.003913006417520203,
1529,142211,4430,0.001540093712697251,
1530,142212,12438,0.0011075479966992073,
1531,142213,4061,0.0015835722215363872,
1532,142214,11004,0.0016791326873506992,
1533,142215,4002,0.0016970310126977672,
1534,142216,2897,0.0019314254532500083,
1535,142217,3536,0.0024006490198580513,
1536,142218,2625,0.0013925659400680704,
1537,142219,286,0.0023759000398983323,
1538,142220,27047,0.0015525444660318439,
1539,142230,28622,0.0015162813700824557,
1540,142240,23460,7.26969467312126E-4,
1541,142250,7974,0.001423206349105704,
1542,142260,25943,4.4434385208588746E-4,
1543,142271,1311,6.604236994762672E-4,
1544,142272,2897,7.523617025730616E-4,
1545,142273,2491,7.727483885995829E-4,
1546,142274,18048,0.0012277592776226102,
1547,142275,333,7.525424716718004E-4,
1548,142276,2980,6.889715762882678E-4,
1549,142277,13800,0.0010245709398722812,
1550,142278,3149,0.0013164668720389043,
1551,142279,199,0.0013415916686119926,
1552,142281,1156,0.0013621946396748484,
1553,142282,6435,0.0014731093032411527,
1554,142283,11955,0.0013072999093139627,
1555,142284,32446,2.2752510382933257E-4,
1556,142285,8988,9.594648805473648E-4,
1557,142286,37493,1.770367354315891E-4,
1558,142287,5441,5.011842652033013E-4,
1559,142288,6862,0.0013344835244371613,
1560,142289,22619,6.402114416835544E-4,
1561,142291,2501,0.001347426673366235,
1562,142292,13696,0.0012016055173736202,
1563,142293,802,0.001331702518507597,
1564,142294,2918,0.0017287863001919474,
1565,142295,13619,0.0013933646984126222,
1566,142296,6330,7.42743889402063E-4,
1567,142297,13103,0.001397048393381353,
1568,142298,4348,0.0019375775916723446,
1569,142299,5311,0.0015534758016398536,
1570,142310,3102,9.665730635878882E-4,
1571,142320,18039,0.0013772365801650681,
1572,142330,24533,0.0010930180786380235,
1573,142341,6485,8.360037462840123E-4,
1574,142342,20636,8.139436146777636E-4,
1575,142343,4558,7.153382371779427E-4,
1576,142344,4200,8.760802810490375E-4,
1577,142345,10976,8.949949026355949E-4,
1578,142346,7056,0.00237228642164733,
1579,142347,2944,0.003940104223519952,
1580,142348,12922,0.0019259028833130425,
1581,142349,7980,0.0032580053584891316,
1582,142350,30632,0.0016361775166399005,
1583,142360,11902,6.549691126659322E-4,
1584,142370,2648,3.2099112072556964E-4,
1585,142380,13826,3.2326571964626683E-4,
1586,142391,18,3.687701262010927E-4,
1587,142392,5505,6.610878600779486E-4,
1588,142393,7208,3.316851250185401E-4,
1589,142394,2647,7.222860209409205E-4,
1590,142395,371,4.616359722170041E-4,
1591,142396,11799,0.001057655049894861,
1592,142397,4020,0.0012434667622629471,
1593,142398,4868,0.0013546577385120668,
1594,142399,2758,9.844684234095295E-4,
1595,142410,15517,0.0010597633952707834,
1596,142420,20735,9.380559855862456E-4,
1597,142430,17886,0.0011818308361181025,
1598,142440,14744,0.0012362609900174496,
1599,142450,7923,8.025704293132468E-4,
1600,142461,2365,7.861754082723044E-4,
1601,142462,12433,0.0021470242891090665,
1602,142463,585,9.213103173353307E-4,
1603,142464,1656,6.261964336139281E-4,
1604,142465,374,8.075917138550093E-4,
1605,142466,9888,0.0023993814558989257,
1606,142467,6478,9.03463268796431E-4,
1607,142468,1833,0.003284603715298719,
1608,142469,1555,0.00288481546353613,
1609,142470,67,0.0012079031274088976,
1610,142481,4102,4.6665899517166865E-4,
1611,142482,4610,5.382859236371974E-4,
1612,142483,3234,6.088506401034204E-4,
1613,142484,2256,0.0015748002611015892,
1614,142485,3873,7.71625360749408E-4,
1615,142486,14493,0.0024370230261025294,
1616,142487,4100,6.130493416818792E-4,
1617,142488,2636,3.7593978385527734E-4,
1618,142489,7405,2.4614386688306093E-4,
1619,142491,9978,4.489208558007738E-4,
1620,142492,9481,1.2661388251380908E-4,
1621,142493,1278,5.132439634995177E-4,
1622,142494,5637,1.091930647245217E-4,
1623,142495,1209,3.9280990799792754E-4,
1624,142496,7962,2.3387502927725386E-4,
1625,142497,2192,1.9853902832610336E-4,
1626,142498,6205,5.737724570821282E-5,
1627,142499,14321,9.301107177606698E-5,
1628,142510,757,0.001321499293349613,
1629,142520,4801,4.7565236333789365E-4,
1630,142530,4151,0.00101612588542928,
1631,142541,1328,0.0015450455098251308,
1632,142542,9803,6.843680543714036E-4,
1633,142543,6191,9.652727610115644E-4,
1634,142544,6937,5.185555793775412E-4,
1635,142545,843,9.853405970587199E-4,
1636,142546,8536,4.1329005152853493E-4,
1637,142547,1502,8.118008559990466E-4,
1638,142548,12793,2.5162104121150756E-4,
1639,142549,37977,1.07267566596807E-4,
1640,142550,603,8.065304736702225E-4,
1641,142560,16099,2.4903010338512416E-4,
1642,142570,344,6.513733753990142E-4,
1643,142580,16559,2.4536082373844195E-4,
1644,142590,5310,3.3065948674292236E-4,
1645,142610,18109,6.807444380395348E-4,
1646,142621,12390,1.640651920450998E-4,
1647,142622,1632,3.0274624302755297E-5,
1648,142623,9828,3.119879890681934E-5,
1649,142624,6884,1.7583842640872841E-4,
1650,142625,5978,1.6037011043632096E-5,
1651,142626,3424,1.3299139738101335E-4,
1652,142627,2617,5.39134633787782E-6,
1653,142628,3314,3.462017087065763E-4,
1654,142629,5361,1.8455725654357682E-4,
1655,142631,31314,1.8290250796181124E-4,
1656,142632,46749,2.197958230202854E-5,
1657,142633,39014,2.145434924904575E-5,
1658,142634,34301,1.5845313196667494E-4,
1659,142635,1957,6.16234400589666E-8,
1660,142636,22168,7.914956740254251E-5,
1661,142637,5184,6.888262829633931E-7,
1662,142638,23298,3.5016038135215354E-7,
1663,142639,1570,2.9924224309077E-6,
1664,142641,2921,0.0,
1665,142642,23400,5.311013996951595E-7,
1666,142643,3204,0.0,
1667,142644,15869,0.0,
1668,142645,3661,0.0,
1669,142646,4791,0.0,
1670,142647,4380,0.0,
1671,142648,12092,9.368446600041973E-8,
1672,142649,8671,2.2242114401809116E-7,
1673,142651,137,4.710213572267414E-7,
1674,142652,20642,1.8289885378950583E-8,
1675,142653,1204,5.186326394906969E-6,
1676,142654,877,9.94454078060373E-6,
1677,142655,32,4.660153385005919E-6,
1678,142656,235,7.092438324900116E-7,
1679,142657,73,6.054005770730315E-6,
1680,142658,14874,2.1293337238637143E-5,
1681,142659,211,3.68349757203416E-6,
1682,142660,4073,1.0312154596967938E-7,
1683,142661,3262,2.7316059624839192E-5,
1684,142662,4466,2.6871415878660164E-5,
1685,142663,1210,2.6083796144729997E-5,
1686,142664,8399,8.829600746534061E-6,
1687,142665,9773,1.6172121386148458E-5,
1688,142666,5328,2.7922221640939456E-4,
1689,142667,4311,2.1965059870456765E-5,
1690,142668,2733,2.8070352595150916E-4,
1691,142669,9030,3.5570736816010312E-6,
1692,142670,143,3.425840015433932E-6,
1693,142681,6515,2.4634322917682355E-5,
1694,142682,14723,2.6250817973836025E-5,
1695,142683,1335,7.861481575896387E-7,
1696,142684,20947,4.616802423903714E-6,
1697,142685,7482,6.490867821109584E-6,
1698,142686,6044,1.4056833635447437E-5,
1699,142687,3319,1.989698640022492E-5,
1700,142688,9548,3.0151057137762034E-5,
1701,142689,10681,3.116952198009313E-5,
1702,142691,8137,1.0606021668805273E-6,
1703,142692,20879,1.8985423615980228E-7,
1704,142693,1839,0.0,
1705,142694,9569,0.0,
1706,142695,11323,1.772513873134306E-5,
1707,142696,20962,8.139997620887954E-6,
1708,142697,2985,2.904836500893246E-6,
1709,142698,25252,1.667757823869144E-6,
1710,142699,41391,1.2546063036427666E-6,
1711,142711,34,2.3287220609994182E-4,
1712,142712,12597,2.6104352658341075E-4,
1713,142713,917,3.4066443268583553E-4,
1714,142714,6807,2.2149789377611082E-4,
1715,142715,6627,3.082738045524027E-4,
1716,142716,18676,2.59397150322516E-4,
1717,142717,3566,9.209358258601433E-4,
1718,142718,21161,6.616017422832167E-4,
1719,142719,2727,0.007271859214590529,
1720,142721,2779,3.9287859925034345E-4,
1721,142722,14921,6.735249437164147E-4,
1722,142723,250,2.3476726538788418E-4,
1723,142724,4696,2.8014696297266135E-4,
1724,142725,6232,4.6318773943932037E-4,
1725,142726,6432,7.028924350880036E-4,
1726,142727,3891,4.2887144145792875E-4,
1727,142728,3117,9.745528044505617E-4,
1728,142729,4653,4.652499736086309E-4,
1729,142731,944,4.759481943727792E-4,
1730,142732,8778,4.537544414888561E-4,
1731,142733,1105,4.7441102460635194E-4,
1732,142734,2757,3.5541393273750427E-4,
1733,142735,40,9.999211667137502E-4,
1734,142736,1886,4.487960237882106E-4,
1735,142737,4193,4.0587813465717504E-4,
1736,142738,16515,1.5276071225084087E-4,
1737,142739,1484,3.4522763156386217E-4,
1738,142741,3134,3.497187017318928E-4,
1739,142742,10257,3.284314235127207E-4,
1740,142743,691,2.0580509283210435E-4,
1741,142744,6181,4.523969741834983E-5,
1742,142745,13386,1.2616580359121337E-4,
1743,142746,6369,1.63240033033525E-4,
1744,142747,1384,1.4330273377944136E-4,
1745,142748,10651,3.453759692580167E-4,
1746,142749,13167,2.966834332802929E-4,
1747,142750,28901,1.2355082164708638E-4,
1748,142761,313,0.001453879721122115,
1749,142762,16330,5.325997282793203E-5,
1750,142763,14276,5.8297560121022556E-5,
1751,142764,17587,0.0013468442130009682,
1752,142765,6434,7.860741822933994E-4,
1753,142766,11997,7.89035493935256E-4,
1754,142767,5860,8.148415924296161E-4,
1755,142768,15106,5.525940049097576E-4,
1756,142769,19369,7.272691240518635E-4,
1757,142771,28963,5.9710930686369364E-5,
1758,142772,17209,5.324513552191039E-5,
1759,142773,1117,1.3531789581860235E-4,
1760,142774,12524,9.221875424825087E-5,
1761,142775,4655,3.036819511433951E-4,
1762,142776,13697,1.61193271140238E-4,
1763,142777,6958,2.743665173625934E-4,
1764,142778,25379,3.289622481857837E-4,
1765,142779,5097,4.4655622082774007E-4,
1766,142781,4351,1.5816605459397314E-4,
1767,142782,7641,1.922652537859339E-4,
1768,142783,1107,5.389027132453714E-5,
1769,142784,4164,9.444398411035683E-5,
1770,142785,5441,1.826855255658401E-4,
1771,142786,4450,1.999116859860809E-4,
1772,142787,842,5.076614371618928E-4,
1773,142788,4730,2.4112830049302495E-4,
1774,142789,7065,6.427029290073433E-4,
1775,142790,34146,4.8160713294936435E-4,
1776,142810,11449,7.597715475917193E-4,
1777,142820,8310,0.0010041871183321417,
1778,142830,2607,0.0011581472792252252,
1779,142840,10003,9.227203783073543E-4,
1780,142850,7838,6.860853156465155E-4,
1781,142860,23391,6.624615285502109E-4,
1782,142870,556,6.304616657356456E-4,
1783,142881,3998,5.50777483498965E-4,
1784,142882,2003,7.047210015959784E-4,
1785,142883,8940,6.887829994479641E-4,
1786,142884,5284,3.816082083445987E-4,
1787,142885,1392,6.905925140816655E-4,
1788,142886,9920,3.4355171534356893E-4,
1789,142887,1864,5.90853654921012E-4,
1790,142888,5178,5.900250554534285E-4,
1791,142889,12546,4.3248341600295935E-4,
1792,142891,5101,6.312133932853851E-4,
1793,142892,5561,5.097597613058934E-4,
1794,142893,3377,4.203794683278735E-4,
1795,142894,3510,4.5828754508401426E-4,
1796,142895,7023,4.283265566037926E-4,
1797,142896,4081,1.9707826362274153E-4,
1798,142897,5256,1.5869298842337572E-4,
1799,142898,1870,1.5271330130482797E-4,
1800,142899,2998,1.7893885848522793E-4,
1801,142910,624,6.432840969223406E-4,
1802,142920,11634,0.001031183663073244,
1803,142930,13604,8.940971417856777E-4,
1804,142940,5942,0.001524392559868816,
1805,142950,11254,0.003048057209953618,
1806,142961,1625,5.234409177400374E-4,
1807,142962,7797,4.211252825599107E-4,
1808,142963,6806,3.075498057759242E-4,
1809,142964,9846,2.4995100575707764E-4,
1810,142965,1309,1.787415097409649E-4,
1811,142966,2602,1.3196031734046356E-4,
1812,142967,2102,1.5366096671460115E-4,
1813,142968,4314,1.2659121550402468E-4,
1814,142969,3129,1.890154558058302E-4,
1815,142970,9915,2.88609919771695E-4,
1816,142981,1128,2.0448654384733837E-4,
1817,142982,16205,2.742174095166784E-4,
1818,142983,4406,1.3349739819981492E-4,
1819,142984,15289,2.0193185501376771E-4,
1820,142985,2046,1.1819047041517107E-4,
1821,142986,4829,1.5276361847803177E-4,
1822,142987,7185,1.5067470219897936E-4,
1823,142988,2111,1.668349964180083E-4,
1824,142989,4439,1.9811942431697478E-4,
1825,142990,22975,1.967836100643625E-4,
1826,143010,29955,0.003027350198449513,
1827,143020,16552,0.0032562984014188803,
1828,143030,12842,0.0034329806593223896,
1829,143041,823,0.09048154474976337,
1830,143042,26062,0.0030199240717047843,
1831,143043,1670,0.009923146342554175,
1832,143044,5133,0.007350736728163234,
1833,143045,681,0.0071813916501892935,
1834,143046,10900,0.0035822731460276322,
1835,143047,3148,0.003660897662575844,
1836,143048,2985,0.0043112785771976525,
1837,143049,5455,0.007750778846916013,
1838,143050,258,0.04836123439765683,
1839,143061,4208,0.005104266692359933,
1840,143062,8606,0.00925919659327587,
1841,143063,1502,0.0037440509367834347,
1842,143064,9942,5.873041456413228E-4,
1843,143065,3120,0.0010436474599474412,
1844,143066,13584,4.6902320535510044E-4,
1845,143067,12585,3.404165306474532E-4,
1846,143068,3982,2.7951996744284013E-4,
1847,143069,12997,3.0743411655407454E-4,
1848,143070,4678,0.0025882062655529707,
1849,143080,28328,0.0012734670373123294,
1850,143090,11356,0.003967940770620706,
1851,144101,152,0.0015616086670974163,
1852,144102,3876,0.0020182233326912157,
1853,144103,5896,0.0014407207329767283,
1854,144104,14606,9.685251324807118E-4,
1855,144105,5367,0.0010559058703517824,
1856,144106,3574,4.331701231725847E-4,
1857,144107,1343,9.524593718122841E-4,
1858,144108,5240,0.0011376985034020624,
1859,144109,2019,1.2480283211236312E-4,
1860,144201,26110,5.548277621558171E-4,
1861,144202,7112,0.0015771305404240212,
1862,144203,346,6.315067835856262E-4,
1863,144204,8107,8.783558138434521E-4,
1864,144205,12027,0.0010769993215088104,
1865,144206,7550,4.2275831953069777E-4,
1866,144207,12743,1.929488637604603E-4,
1867,144208,7222,2.7379750194939215E-4,
1868,144209,8404,2.8968396085597323E-4,
1869,144301,500,1.3225595935364943E-4,
1870,144302,5935,3.8377564618948743E-4,
1871,144303,3469,5.044031521655162E-4,
1872,144304,10187,4.1776408266249354E-4,
1873,144305,40,1.568300203841001E-5,
1874,144306,10507,6.48426280423571E-4,
1875,144307,3544,3.121281186921161E-4,
1876,144308,7127,6.501163862008638E-4,
1877,144309,552,2.3742812463108798E-4,
1878,144410,5354,2.1205870873467102E-4,
1879,144420,7075,1.481692912346376E-4,
1880,144430,9827,3.1561968566685625E-4,
1881,144440,6329,4.2434545238842145E-4,
1882,144450,1540,3.7106739676258057E-4,
1883,144460,28201,2.6376981227683473E-4,
1884,144470,6336,0.0012114756254031167,
1885,144480,13565,8.505635503754449E-4,
1886,144491,4628,0.0015271601749853913,
1887,144492,5504,8.932944159822581E-4,
1888,144493,5222,9.75686086646921E-4,
1889,144494,3254,0.0015259708924341884,
1890,144495,4749,9.065655168804007E-4,
1891,144496,5311,0.004720218100198773,
1892,144497,4874,9.242314485813349E-4,
1893,144498,5953,9.421021681108145E-4,
1894,144499,14760,8.627210495181903E-4,
1895,144501,4590,3.1860985671667473E-4,
1896,144502,3571,1.2229702917391973E-4,
1897,144503,9637,2.980725589223488E-4,
1898,144504,8494,7.70136995127815E-4,
1899,144505,2323,3.094135894461718E-4,
1900,144506,3558,4.0691547691478435E-4,
1901,144507,18005,3.076511297082412E-4,
1902,144508,7005,4.902361732096571E-4,
1903,144509,4744,7.300014960451469E-4,
1904,144600,18150,2.919213075201781E-4,
1905,144701,8904,3.309630455326697E-4,
1906,144702,7719,4.527615054078387E-4,
1907,144703,3511,5.908350059429125E-4,
1908,144704,2852,0.0012931073125782531,
1909,144705,1865,3.4581604611711526E-4,
1910,144706,6896,0.001365599647933784,
1911,144707,271,2.673704412248448E-4,
1912,144708,3448,5.504411050962246E-4,
1913,144709,5619,3.7012698189101183E-4,
1914,144801,6880,3.773388401573958E-4,
1915,144802,2936,3.035506850243754E-4,
1916,144803,5722,4.799235427674669E-4,
1917,144804,2724,7.26902137055731E-4,
1918,144805,2630,4.662649301244643E-4,
1919,144806,3322,4.36574949582332E-4,
1920,144807,2525,7.962692778980045E-4,
1921,144808,2814,9.533391680230373E-4,
1922,144809,7847,5.239875904329488E-4,
1923,144900,24422,6.32655442333697E-4,
1924,145101,2872,0.009692306313817301,
1925,145102,3072,0.004836938163962074,
1926,145103,8005,0.0021268845067809873,
1927,145104,27298,0.0020199339324721236,
1928,145105,1799,0.0019728916320820265,
1929,145106,9915,8.773384020222711E-4,
1930,145107,1211,9.922177933253977E-4,
