system:index,PfafIDarea30sm2,countarea30sm2,meanarea30sm2,.geo
3290,172477,1268,842627.945090694,
3291,172478,8671,843357.3260797486,
3292,172479,4150,841434.2385542169,
3293,172480,18162,842183.0553456392,
3294,172491,1066,841470.5141299249,
3295,172492,5341,840617.286978094,
3296,172493,6428,840203.182093964,
3297,172494,14545,838408.7416079409,
3298,172495,5416,838880.9784435007,
3299,172496,2152,839485.0599442379,
3300,172497,5058,838184.4433941281,
3301,172498,10941,836285.4408989124,
3302,172499,5808,838242.9655432162,
3303,172510,21396,827189.5695573939,
3304,172521,437,828326.1717677346,
3305,172522,10648,826842.9127242205,
3306,172523,6255,829895.1211330935,
3307,172524,5666,831844.477067155,
3308,172525,423,828932.3476654846,
3309,172526,3748,830447.0849786553,
3310,172527,6488,828428.7231716246,
3311,172528,7048,831035.1336904087,
3312,172529,2605,831760.0865163148,
3313,172530,16733,831113.7504145999,
3314,172541,1588,832029.2401605793,
3315,172542,3073,833066.605393752,
3316,172543,9454,834207.8433136768,
3317,172544,4441,833736.9671808152,
3318,172545,1259,835246.3359809372,
3319,172546,10686,835647.7775418772,
3320,172547,3559,835971.9444717617,
3321,172548,1536,837006.8527018229,
3322,172549,5205,837577.8967339097,
3323,172551,27368,833283.75252576,
3324,172552,8308,835901.4223113265,
3325,172553,1461,835475.2902549624,
3326,172554,10833,836274.8319371365,
3327,172555,26230,838138.0111680328,
3328,172556,16420,840212.493692905,
3329,172557,1702,840319.3447782021,
3330,172558,11136,838973.5346679688,
3331,172559,681,840533.2789096916,
3332,172560,17771,840526.011841624,
3333,172570,489,840825.8098159509,
3334,172581,1814,841403.8846471886,
3335,172582,11315,841382.5115554574,
3336,172583,2228,842616.9413431329,
3337,172584,16997,844494.349550656,
3338,172585,3,842522.7291666666,
3339,172586,2093,842512.3739249881,
3340,172587,2106,843050.3669575023,
3341,172588,1885,843736.1782161804,
3342,172589,11301,842776.1188832846,
3343,172590,16495,843027.243391937,
3344,172610,118,843759.78125,
3345,172620,23057,846706.3765559266,
3346,172630,22723,845852.0107435198,
3347,172641,433,845711.9717090069,
3348,172642,9202,846915.6386926755,
3349,172643,737,845790.4096845319,
3350,172644,2843,845199.7675870559,
3351,172645,7405,846070.8475270087,
3352,172646,5594,846986.3122318556,
3353,172647,3208,845896.8404964152,
3354,172648,8307,844865.4383351391,
3355,172649,7862,846198.694980603,
3356,172650,23597,847877.3529606517,
3357,172660,26765,848836.3689543246,
3358,172670,20941,848765.2378647152,
3359,172681,1056,849265.8548768939,
3360,172682,6566,850343.2353601889,
3361,172683,3622,850327.4125655715,
3362,172684,2893,850065.0733667474,
3363,172685,1539,850506.2892706302,
3364,172686,5904,851239.4394160738,
3365,172687,7884,851003.7696917808,
3366,172688,7913,851459.370063503,
3367,172689,6255,850549.7387589928,
3368,172691,306,849144.9042075163,
3369,172692,15172,851171.0349286514,
3370,172693,6236,850363.0522871232,
3371,172694,10021,852009.9430695539,
3372,172695,1128,851413.7755984042,
3373,172696,2597,852099.6982816712,
3374,172697,3332,852293.4167166867,
3375,172698,3051,853023.0030932481,
3376,172699,3862,852824.0706078457,
3377,172701,702,843882.1600783475,
3378,172702,7605,845169.8841469428,
3379,172703,587,843548.1153109029,
3380,172704,25665,847597.3119569452,
3381,172705,11,843530.6534090909,
3382,172706,3648,842363.9841865406,
3383,172707,898,843827.5947243875,
3384,172708,1845,843111.7757452575,
3385,172709,2160,844099.745775463,
3386,172810,30318,840769.0592820272,
3387,172821,1378,843428.5693486937,
3388,172822,3264,842199.3140318628,
3389,172823,950,842636.6850657895,
3390,172824,18354,840394.6638471178,
3391,172825,3304,842345.9344166162,
3392,172826,8458,841052.9203490778,
3393,172827,337,841830.1073813057,
3394,172828,4952,839585.3699893982,
3395,172829,10580,838566.8904477789,
3396,172830,9207,844382.077929836,
3397,172841,1343,844681.4588142219,
3398,172842,88261,849304.2093152695,
3399,172843,704,844920.0551313921,
3400,172844,16890,846640.744937833,
3401,172845,11416,846428.1263358444,
3402,172846,22907,849109.3896298074,
3403,172847,17803,849459.7757014267,
3404,172848,6120,851255.6981413398,
3405,172849,15102,851701.4059478877,
3406,172850,500,844211.55025,
3407,172861,7331,845076.4561195608,
3408,172862,13035,847202.635620445,
3409,172863,6967,844994.0673352949,
3410,172864,21854,846898.1521060218,
3411,172865,6497,844446.2080383254,
3412,172866,11221,846712.4462169147,
3413,172867,4437,844657.8477293216,
3414,172868,7085,846153.0514378969,
3415,172869,10008,845473.1597222222,
3416,172870,8677,843931.7877938803,
3417,172881,8792,843390.5088717015,
3418,172882,96040,841386.7307723345,
3419,172883,20743,839659.825410982,
3420,172884,6865,836995.0551347415,
3421,172885,757,838004.2810435931,
3422,172886,9147,835680.9055906308,
3423,172887,7229,834674.3182753493,
3424,172888,9390,833165.8752396166,
3425,172889,17876,830810.257415669,
3426,172891,5368,841912.9661652384,
3427,172892,44491,836749.9045368726,
3428,172893,3827,840117.4203847662,
3429,172894,45626,834994.4806442598,
3430,172895,16900,837501.6699519231,
3431,172896,16125,831967.7158992249,
3432,172897,30446,831858.6269234875,
3433,172898,7115,826645.6509486999,
3434,172899,12815,828588.6788236442,
3435,172911,13305,845908.6370208568,
3436,172912,32945,851111.302585749,
3437,172913,11200,849011.6178627232,
3438,172914,15516,850734.4819017466,
3439,172915,17393,851466.8888669292,
3440,172916,4642,852433.5986912969,
3441,172917,1594,852224.2608610414,
3442,172918,6501,852841.5138151823,
3443,172919,2739,852760.0873722162,
3444,172921,182,852974.6775412088,
3445,172922,3697,852885.8763186367,
3446,172923,476,853062.7951680672,
3447,172924,2384,853165.7879351929,
3448,172925,1962,853378.40879842,
3449,172926,15023,853904.6759177594,
3450,172927,3292,853501.7895086573,
3451,172928,1900,853125.957993421,
3452,172929,7945,853379.3206733795,
3453,172930,25689,853640.0477563353,
3454,172941,15377,854395.0433967939,
3455,172942,9753,854698.9376473905,
3456,172943,10626,854730.2746623848,
3457,172944,15211,854783.9257650713,
3458,172945,552,854790.8641304348,
3459,172946,4101,854723.1723207755,
3460,172947,3542,854744.2381599379,
3461,172948,2334,854700.1595704799,
3462,172949,4953,854617.7763098122,
3463,172951,4113,854086.9342785071,
3464,172952,2710,854007.4506457564,
3465,172953,6341,854264.2378962309,
3466,172954,19100,854647.8159718587,
3467,172955,994,854489.4557344065,
3468,172956,4853,854346.7655960231,
3469,172957,2008,854556.5969559263,
3470,172958,5255,854714.1197787821,
3471,172959,398,854482.4563442211,
3472,172961,521,854505.8922744722,
3473,172962,3561,854400.989451699,
3474,172963,2475,854566.045479798,
3475,172964,12529,854705.9315488067,
3476,172965,3443,854548.0236349114,
3477,172966,11759,854425.1488115486,
3478,172967,1831,854332.8388175861,
3479,172968,7774,853949.1307563673,
3480,172969,6435,853712.9670163171,
3481,172971,4787,854691.0284102778,
3482,172972,24869,854753.4995601954,
3483,172973,1939,854791.4300541516,
3484,172974,25349,854787.0543857745,
3485,172975,48,854796.5208333334,
3486,172976,32734,854744.0680141443,
3487,172977,27792,854727.5941637881,
3488,172978,21566,854550.646761685,
3489,172981,1072,854692.2312849814,
3490,172982,5907,854508.3604304215,
3491,172983,19688,854425.6206794748,
3492,172984,13273,854041.966539215,
3493,172985,538,854269.6366171003,
3494,172986,22030,853576.6209543804,
3495,172987,1498,854095.5138935247,
3496,172988,13883,853808.1236854426,
3497,172989,22027,854159.6973941072,
3498,172991,11392,854607.6483771506,
3499,172992,7866,854180.3009947877,
3500,172993,7349,854605.9277112533,
3501,172994,4322,854600.5402157566,
3502,172995,7804,854396.6835757304,
3503,172996,14268,853537.0021989767,
3504,172997,5310,854138.1852636535,
3505,172998,6309,853971.871265256,
3506,172999,9932,854318.2551852597,
3507,173000,28389,736717.7537558562,
3508,181100,33535,779599.3390636648,
3509,181201,5708,785838.2761694114,
3510,181202,2587,787618.2956368381,
3511,181203,6112,785016.0839127945,
3512,181204,1728,783931.3837167246,
3513,181205,1584,786009.8925583964,
3514,181206,13413,785805.5679191829,
3515,181207,3167,788419.7006630881,
3516,181208,3778,790976.812847406,
3517,181209,2997,789476.413705372,
3518,181300,22878,790892.6103270609,
3519,181401,6622,794883.1491430082,
3520,181402,3980,792787.8126099246,
3521,181403,6709,795882.8280667759,
3522,181404,5258,792692.216990776,
3523,181405,6039,794551.6808349892,
3524,181406,12294,793748.1660515292,
3525,181407,1773,797525.9187112239,
3526,181408,9674,796623.8117247261,
3527,181409,16499,799159.7285858234,
3528,181500,26967,800521.2224315831,
3529,181601,7428,805936.2645143376,
3530,181602,20539,808181.4600546522,
3531,181603,291,805652.4432989691,
3532,181604,8953,802597.4273637328,
3533,181605,2474,805182.522938561,
3534,181606,4390,805454.1644504556,
3535,181607,7217,803089.8488204933,
3536,181608,2535,804597.9533530571,
3537,181609,5606,802597.0672939707,
3538,181701,1012,807252.854743083,
3539,181702,16411,810413.9962525136,
3540,181703,12923,811799.8586289948,
3541,181704,9728,814393.409533049,
3542,181705,8856,816768.5995299796,
3543,181706,10506,818261.2208499905,
3544,181707,11294,820983.1721599965,
3545,181708,23079,817202.3058678885,
3546,181709,2851,822450.0987592073,
3547,181801,4091,821135.8171901735,
3548,181802,15717,818160.2601919896,
3549,181803,3746,818950.6938234116,
3550,181804,15659,814675.4912789769,
3551,181805,1075,818654.211744186,
3552,181806,4512,816564.5975454344,
3553,181807,3354,816071.1730769231,
3554,181808,5950,813113.5934243697,
3555,181809,14579,810810.104401022,
3556,181910,13109,823086.8923115798,
3557,181920,34554,823058.9299628842,
3558,181931,11839,826370.102463257,
3559,181932,6425,828423.7584533074,
3560,181933,38710,831852.2193716094,
3561,181934,5803,829291.6408861795,
3562,181935,14811,826238.5723153399,
3563,181936,7099,826231.1319904212,
3564,181937,11761,822160.9118219113,
3565,181938,4883,820121.1671743805,
3566,181939,3277,818755.6427563321,
3567,181940,15596,816466.1393105604,
3568,181950,27001,811381.8160021851,
3569,181960,21939,806985.8039279366,
3570,181971,9002,801743.3867473894,
3571,181972,8730,799564.856965922,
3572,181973,3864,797120.6457524586,
3573,181974,3471,795779.7139873236,
3574,181975,1898,793797.5632573762,
3575,181976,5568,793188.3672436243,
3576,181977,386,790868.1703367876,
3577,181978,5165,790880.7728339788,
3578,181979,2551,788546.582124657,
3579,181980,21448,787929.947806905,
3580,181991,1501,785842.267988008,
3581,181992,1949,784861.0486146742,
3582,181993,2585,782738.6564071567,
3583,181994,2795,779939.3694320215,
3584,181995,3885,777448.0556145431,
3585,181996,16232,779901.2127356456,
3586,181997,3454,776067.6390597858,
3587,181998,6684,776469.209483468,
3588,182000,52,792026.5661057692,
3589,183000,10,818147.8125,
3590,184000,2693,836307.3132426662,
3591,185000,322,843206.9013975156,
3592,186000,36,842605.859375,
3593,187000,41,850497.1280487805,
3594,188000,3,822947.7083333334,
3595,211011,6,733257.4375,
3596,211012,8464,739389.3995968219,
3597,211013,10528,736750.9238815539,
3598,211014,32142,742013.3661719868,
3599,211015,2664,734179.3853697447,
3600,211016,4805,733720.1223595213,
3601,211017,29768,715020.1982330019,
3602,211018,35535,699803.7297224568,
3603,211019,2318,689754.835202761,
3604,211020,26675,695747.6170056233,
3605,211031,1356,687101.8755530973,
3606,211032,31281,679774.1758375692,
3607,211033,1267,688555.5489344909,
3608,211034,30669,676996.220377254,
3609,211035,9903,686604.0588899829,
3610,211036,15833,688401.0851860039,
3611,211037,13888,689409.1483429939,
3612,211038,3875,682430.0778225807,
3613,211039,528,686425.0298295454,
3614,211040,13441,702852.7781926568,
3615,211050,8497,679569.3697187243,
3616,211051,2,687210.75,
3617,211052,9989,678979.8506106717,
3618,211053,38139,686731.7049706337,
3619,211054,39235,677647.0021807697,
3620,211055,11373,674970.7508463026,
3621,211056,25007,670714.9603011156,
3622,211057,25928,661262.5795881865,
3623,211058,35936,661401.4505788068,
3624,211059,7450,652604.4282634228,
3625,212000,30646,687477.9805725054,
3626,213010,9343,650185.4107821364,
3627,213021,2995,650435.663251252,
3628,213022,17106,644981.6504954402,
3629,213023,5770,645194.1157495667,
3630,213024,13539,634817.2627502031,
3631,213025,21,642453.130952381,
3632,213026,8750,643442.1621,
3633,213027,4614,640598.3927990898,
3634,213028,5321,635815.2910167262,
3635,213029,24026,637046.403063348,
3636,213030,19325,645823.4338615782,
3637,213040,26215,641932.6056766164,
3638,213050,11113,653289.481435031,
3639,213060,38200,642980.8885111257,
3640,213070,2143,649669.9463952404,
3641,213071,8429,651762.0064806027,
3642,213072,10294,655838.7543836215,
3643,213073,2493,656532.9377507019,
3644,213074,16394,662562.4650520007,
3645,213075,91184,673440.126021972,
3646,213076,10388,656510.909174047,
3647,213077,237,651371.1698312237,
3648,213078,9395,652040.6533927621,
3649,213079,13752,644970.0130799157,
3650,213080,27541,637722.8888861153,
3651,213090,9430,630592.2685577943,
3652,213091,3916,632837.8327215271,
3653,213092,11763,624715.1795672872,
3654,213093,3036,626697.8441411396,
3655,213094,8220,620824.6847779806,
3656,213095,2312,622957.5063527249,
3657,213096,4072,619453.7163709479,
3658,213097,26391,610367.0763683643,
3659,213098,6435,597451.9068473193,
3660,213099,1008,599429.2745535715,
3661,214010,22692,597113.6219124581,
3662,214020,8032,600568.222990849,
3663,214030,78,606383.9895833334,
3664,214040,24339,595377.6124019064,
3665,214050,278,608173.9150179856,
3666,214061,16946,607880.7776909005,
3667,214062,10977,601926.065751116,
3668,214063,9294,611260.3079137078,
3669,214064,13154,598169.7575024707,
3670,214065,9259,606739.2573982072,
3671,214066,13526,597439.6348190522,
3672,214067,5948,607945.6529505716,
3673,214068,13383,613162.5650031756,
3674,214069,28865,605963.8617486575,
3675,214070,2561,610297.0127879734,
3676,214080,9154,614469.8258001966,
3677,214091,27524,624548.9098559439,
3678,214092,5017,636683.8124875424,
3679,214093,14606,640693.3667970354,
3680,214094,3694,643375.6075730915,
3681,214095,3540,646107.2206391243,
3682,214096,4512,648705.0512106605,
3683,214097,16333,652564.0648992837,
3684,214098,4716,651367.5560061493,
3685,214099,3405,653669.5412077827,
3686,215001,40517,661468.6402004097,
3687,215002,9183,646550.012203256,
3688,215003,518,647068.1505791505,
3689,215004,6419,642851.4500408942,
3690,215005,4666,644170.3872428203,
3691,215006,28059,633135.7375507859,
3692,215007,19953,630879.4502549742,
3693,215008,14728,622811.8696785035,
3694,215009,11122,617219.407435713,
3695,216010,20732,622858.5754268763,
3696,216021,4873,619336.3515673097,
3697,216022,23269,616810.6591629421,
3698,216023,20911,614034.0860372531,
3699,216024,19542,606291.8584459113,
3700,216025,7670,604724.7601776401,
3701,216026,34517,596715.3186853579,
3702,216027,16640,593124.3415902945,
3703,216028,20390,580853.232917484,
3704,216029,13428,585285.488410411,
3705,216031,6757,622375.1651805534,
3706,216032,4226,621439.3120711074,
3707,216033,2904,623703.132209883,
3708,216034,8411,627740.7374866246,
3709,216035,11126,633390.3065904188,
3710,216036,4978,638392.8765819606,
3711,216037,4337,641990.4965702099,
3712,216038,7815,640829.7460492642,
3713,216039,5232,646551.1176533831,
3714,216041,7598,648745.4423285733,
3715,216042,35667,638040.9146322231,
3716,216043,18375,647828.3996360544,
3717,216044,6316,636700.1664225776,
3718,216045,2381,644611.7479262914,
3719,216046,15772,647010.7691240807,
3720,216047,10014,638797.4364889155,
3721,216048,13779,632102.3803251324,
3722,216049,23908,633157.7319019784,
3723,216050,24086,657457.8219868388,
3724,216060,32997,664199.8875219717,
3725,216070,5513,670979.0527729911,
3726,216080,25879,674843.8189989954,
3727,216090,31339,685767.5035199751,
3728,217000,7939,662496.8181760927,
3729,218001,37252,657545.2624238296,
3730,218002,14011,637556.6545437514,
3731,219000,38678,680860.7967239128,
3732,221001,12073,671375.5033960076,
3733,221002,22720,679783.3540988116,
3734,221003,877,682822.2187143671,
3735,221004,594,685328.5289351852,
3736,221005,18057,681751.6771819793,
3737,221006,1741,678499.9674396898,
3738,221007,867,677752.73522203,
3739,221008,27720,672680.1836016414,
3740,221009,1692,665654.270390071,
3741,221100,4876,648495.9165299425,
3742,221201,8145,651752.5707105587,
3743,221202,3717,657210.8014695991,
3744,221203,16185,656460.4019308002,
3745,221204,7037,655510.9969091943,
3746,221205,589,659460.1509974533,
3747,221206,10876,659069.3061270228,
3748,221207,541,660803.081792976,
3749,221208,31686,667896.6655088209,
3750,221209,16349,662953.5918901768,
3751,221300,46232,645912.189453463,
3752,221400,4590,674389.6838099129,
3753,221401,5992,646436.1006133178,
3754,221402,10819,644700.7103533136,
3755,221403,1576,646970.9986119923,
3756,221404,5211,650049.4910165995,
3757,221405,8254,651107.6119911558,
3758,221406,28351,662312.1559534937,
3759,221407,889,653945.2651856018,
3760,221408,5490,653356.3528346994,
3761,221409,51518,664137.073094598,
3762,221500,4561,646650.5315309142,
3763,221601,3544,649962.3517388544,
3764,221602,34575,655557.4279898771,
3765,221603,5765,654199.8082393756,
3766,221604,2477,655112.2480066613,
3767,221605,13,656703.1634615385,
3768,221606,1720,657756.7392441861,
3769,221607,608,656977.1693050987,
3770,221608,2136,658867.5135182585,
3771,221609,4640,657328.4139547413,
3772,221700,36982,650905.2066326186,
3773,221800,33847,651370.378013561,
3774,221901,4658,639973.0692625591,
3775,221902,21309,635107.9641906002,
3776,221903,2533,634081.6517716147,
3777,221904,6446,629909.2333811666,
3778,221905,3517,631310.3971602218,
3779,221906,3332,627841.0507765607,
3780,221907,3329,627515.2028574647,
3781,221908,2488,625092.1204280547,
3782,222010,15852,615645.4308368029,
3783,222021,1500,606996.98375,
3784,222022,5256,609749.7492032915,
3785,222023,12465,611322.8780034096,
3786,222024,9861,615652.3236043504,
3787,222025,226,606687.7018805309,
3788,222026,20652,614239.9492573359,
3789,222027,8377,606304.1769204369,
3790,222028,5186,616866.6063801581,
3791,222029,22052,618980.018014239,
3792,222030,19321,603231.4446748357,
3793,222040,22592,598957.4595293688,
3794,222050,2886,592222.4576403326,
3795,222060,15502,594403.6086271126,
3796,222070,3975,589113.554245283,
3797,222080,8495,589118.4146998235,
3798,222090,27,586351.199074074,
3799,223100,13064,581420.6073800138,
3800,223201,11780,587672.8256578947,
3801,223202,3981,593681.0994881939,
3802,223203,910,591248.7522664835,
3803,223204,25212,601425.1571349952,
3804,223205,5050,592723.3626608911,
3805,223206,6368,597889.2623567054,
3806,223207,16839,597128.4614548073,
3807,223208,3817,603506.2738243385,
3808,223209,10434,607128.5989193982,
3809,223300,37288,586084.1081564444,
3810,223401,14794,574710.6580835136,
3811,223402,18712,565194.8189831391,
3812,223403,12318,571401.2515982708,
3813,223404,9556,563384.4036469234,
3814,223405,11356,569420.9285730011,
3815,223406,13301,557880.0784010601,
3816,223407,27531,565808.8991841016,
3817,223408,27113,548044.8283987386,
3818,223409,41880,553994.6648638969,
3819,223501,11495,579581.6236950848,
3820,223502,5724,574164.499126485,
3821,223503,2243,578825.7331698618,
3822,223504,5330,579847.4701571295,
3823,223505,9126,575481.1864110782,
3824,223506,21955,564992.9498206559,
3825,223507,17910,568718.6286467058,
3826,223508,16979,554357.0229437836,
3827,223509,7734,560251.0615544997,
3828,223601,1847,555958.7777815376,
3829,223602,3864,556173.8334789078,
3830,223603,13791,550626.2235923791,
3831,223604,16343,540836.0021989536,
3832,223605,3677,542725.2653827849,
3833,223606,6262,540163.1247704407,
3834,223607,293,538722.2747440273,
3835,223608,3711,535987.501701024,
3836,223609,14869,531639.8025590155,
3837,223700,672,558463.4176897322,
3838,223801,7220,553575.7850848337,
3839,223802,17401,545608.6269179932,
3840,223803,9141,546549.5067279291,
3841,223804,14195,536091.8325422684,
3842,223805,4468,537215.6869544539,
3843,223806,25295,525353.9924083317,
3844,223807,22914,531515.6957414135,
3845,223808,6354,521537.2263338055,
3846,223809,7607,526717.5584289142,
3847,223910,30883,553430.0469250883,
3848,223920,10412,550009.663453227,
3849,223930,6369,547221.2384597268,
3850,223940,16509,536140.1276387122,
3851,223950,23925,542142.6968834901,
3852,223960,40814,523706.6378073394,
3853,223970,14677,530507.135415957,
3854,223980,25367,515141.68957577756,
3855,223990,32627,527393.2434496352,
3856,224001,3279,583534.6020509301,
3857,224002,12265,577495.3414849164,
3858,224003,5774,582780.0941288535,
3859,224004,8676,580677.9491269018,
3860,224005,11533,587572.7700945114,
3861,224006,8021,587045.9951221793,
3862,224007,7984,591307.4328344188,
3863,224008,32172,598412.403240784,
3864,224009,37842,602498.756223244,
3865,225111,6470,587702.9389200155,
3866,225112,25236,575908.5430065185,
3867,225113,13778,587361.4892400929,
3868,225114,7331,576803.875639408,
3869,225115,10308,581448.9857028521,
3870,225116,4986,581090.7743933012,
3871,225117,5426,576444.0394166973,
3872,225118,4902,573442.3278126275,
3873,225119,267,571998.155664794,
3874,225120,39726,573974.9621076247,
3875,225130,23067,564144.6944308969,
3876,225140,26299,553503.9828486824,
3877,225150,4301,566870.7343931644,
3878,225160,41615,549244.322382254,
3879,225170,12712,563932.9287484267,
3880,225180,35146,548793.4653089967,
3881,225190,51294,555578.8314495848,
3882,225201,16515,540637.6715448077,
3883,225202,15685,529317.6695170545,
3884,225203,7670,537878.6350472621,
3885,225204,52353,534845.533866254,
3886,225205,15421,531921.895511802,
3887,225206,11658,521073.04001544,
3888,225207,1079,524851.6276065802,
3889,225208,10249,526630.8221533808,
3890,225209,37573,511972.5557814122,
3891,225300,36400,548887.6653416896,
3892,225410,2284,536824.9757552539,
3893,225420,15094,541025.9008670663,
3894,225430,21572,532032.8529980994,
3895,225440,18387,519746.1776934791,
3896,225450,43783,530182.4002373924,
3897,225461,2937,526083.1535899728,
3898,225462,2804,523911.4073756241,
3899,225463,799,528786.1066958698,
3900,225464,3906,525480.9904953917,
3901,225465,1147,531059.5942131648,
3902,225466,38327,532807.1089807772,
3903,225467,12646,540145.2282095129,
3904,225468,7248,550848.7811637693,
3905,225469,4038,550916.8676789252,
3906,225470,2630,534024.2343631178,
3907,225480,25003,548975.8605017398,
3908,225490,21945,548399.451563568,
3909,225500,7926,533909.4875015771,
3910,225601,7151,528135.6513424696,
3911,225602,20914,518043.9738153868,
3912,225603,936,524310.7854901175,
3913,225604,10771,516317.2797674311,
3914,225605,7642,518743.4862233381,
3915,225606,9739,507041.18295962113,
3916,225607,5657,511976.4551495934,
3917,225608,12928,503644.90730391396,
3918,225609,6690,507020.62172552315,
3919,225700,5041,527264.9288893573,
3920,225800,49101,509241.03663621924,
3921,225901,4294,519746.5605932697,
3922,225902,9773,508751.58520925,
3923,225903,27651,502693.4386188565,
3924,225904,6731,490530.39533965976,
3925,225905,2599,495901.893949596,
3926,225906,2913,495330.1048210608,
3927,225907,4435,491739.88574549044,
3928,225908,2698,486562.6446905115,
3929,225909,2769,490973.8161339834,
3930,226010,1860,589883.430813172,
3931,226021,401,587419.838840399,
3932,226022,16990,576346.4345791643,
3933,226023,16955,579834.9498967857,
3934,226024,29395,567660.4588322844,
3935,226025,49,575980.3010204082,
3936,226026,4272,576658.5123624766,
3937,226027,13721,572295.4622294294,
3938,226028,5006,565158.8927412105,
3939,226029,24976,561998.9023637692,
3940,226030,4860,588098.1973636831,
3941,226040,9254,583525.4483601686,
3942,226050,12306,587911.753047294,
3943,226061,19817,587913.9047440329,
3944,226062,13447,578694.1997564513,
3945,226063,35617,570720.6107160907,
3946,226064,6007,561887.2588750625,
3947,226065,2934,568033.2029439332,
3948,226066,7010,560602.2723163338,
3949,226067,27950,564145.7413349731,
3950,226068,10636,559305.6680965589,
3951,226069,5169,564585.5555837686,
3952,226070,5110,597295.6793297456,
3953,226080,9097,594447.2596391668,
3954,226090,2065,601961.3635895883,
3955,227101,1605,604753.3957943926,
3956,227102,5469,600526.7352235327,
3957,227103,568,604803.1977332747,
3958,227104,7151,597824.1877097609,
3959,227105,925,605794.6586486486,
3960,227106,1601,601574.833736727,
3961,227107,930,604003.3053091398,
3962,227108,49112,580345.5241476116,
3963,227109,511,604291.146037182,
3964,227201,3324,604084.5033468712,
3965,227202,9184,604474.0835420296,
3966,227203,8226,601420.0650224896,
3967,227204,12369,592553.554420325,
3968,227205,1833,598705.7139252592,
3969,227206,7478,593932.0981211554,
3970,227207,1922,594369.5131698751,
3971,227208,11990,586407.2292222686,
3972,227209,21384,581330.8128010428,
3973,227310,7794,608752.1427700795,
3974,227320,20744,609881.1710826022,
3975,227330,24808,618473.5042728152,
3976,227340,20726,611489.4954194007,
3977,227350,42978,622850.956617339,
3978,227360,40021,604122.3142803153,
3979,227371,6767,625579.0187306044,
3980,227372,13782,629785.2320100494,
3981,227373,1406,620481.8907361309,
3982,227374,6887,624879.5320440686,
3983,227375,332,621439.1777108434,
3984,227376,16688,610201.2496854027,
3985,227377,14253,619568.2286536167,
3986,227378,7963,620632.2709406003,
3987,227379,22494,611738.0406469502,
3988,227381,1428,613849.1065301121,
3989,227382,2230,615497.9459080717,
3990,227383,6809,618946.7267587017,
3991,227384,24922,629060.4064531338,
3992,227385,4931,622823.7915863922,
3993,227386,7630,620862.5442742464,
3994,227387,6132,626056.1359262883,
3995,227388,4573,631982.4873441942,
3996,227389,1909,629876.9357647983,
3997,227390,20399,605575.0897164077,
3998,227401,18644,610931.7605395837,
3999,227402,32011,623179.084474868,
4000,227403,4904,610177.4365186582,
4001,227404,17070,615920.8527680141,
4002,227405,19041,610229.8952687621,
4003,227406,16230,611849.1694547135,
4004,227407,11082,601181.7046900379,
4005,227408,16596,604466.209775699,
4006,227409,21050,597255.1585599763,
4007,227500,1098,607905.7248406193,
4008,227610,25792,599998.8347186144,
4009,227621,630,595712.0231150794,
4010,227622,2592,594374.892095872,
4011,227623,8600,597847.1749563953,
4012,227624,3225,603089.7391472869,
4013,227625,7024,598980.9485691914,
4014,227626,10498,595124.5715136216,
4015,227627,1923,594242.2767485699,
4016,227628,4961,592716.052433985,
4017,227629,11392,590023.0785529319,
4018,227630,9819,591930.3970554537,
4019,227640,46290,587386.7753807518,
4020,227650,22524,581013.6187205869,
4021,227660,22663,569639.5698219565,
4022,227670,835,575898.6325598803,
4023,227680,25296,567931.9295664334,
4024,227691,6997,575256.8020848221,
4025,227692,20355,575463.1252947679,
4026,227693,765,576767.5111111111,
4027,227694,5437,581417.227112838,
4028,227695,1763,578572.8175340329,
4029,227696,3315,580958.5129713424,
4030,227697,6567,584488.8433359981,
4031,227698,8589,584441.9662722668,
4032,227699,6391,588974.7891859646,
4033,227700,9836,602685.6944896299,
4034,227801,4543,601535.9777817521,
4035,227802,2635,597303.4371442125,
4036,227803,8450,597986.202877219,
4037,227804,24012,586964.7982493128,
4038,227805,11066,592409.3115963311,
4039,227806,3916,589005.9369413942,
4040,227807,1397,592445.4422423049,
4041,227808,2347,591367.1204463145,
4042,227809,9904,588567.6659556745,
4043,227911,6059,598201.0945494307,
4044,227912,7106,588914.0884991556,
4045,227913,123,594530.6793699187,
4046,227914,25303,589790.9234033513,
4047,227915,10128,584511.2531163606,
4048,227916,9008,573879.6097774201,
4049,227917,81,578341.3140432099,
4050,227918,9560,570425.960309885,
4051,227919,2923,579912.6790540541,
4052,227920,34418,567713.2818147481,
4053,227930,2465,580756.6131085192,
4054,227940,30560,582337.4708871891,
4055,227950,1249,576341.9676741393,
4056,227960,47318,563154.3636327613,
4057,227970,48861,575362.1925999264,
4058,227980,44721,581227.8752040429,
4059,227991,5807,569052.51112881,
4060,227992,15851,575983.9938883982,
4061,227993,10017,564913.863301138,
4062,227994,9843,558870.4023862135,
4063,227995,1296,564461.7313368055,
4064,227996,5655,564384.3840075155,
4065,227997,6228,569219.327292068,
4066,227998,8113,578240.95106619,
4067,227999,25822,573206.7606643559,
4068,228000,45046,625815.0359979244,
4069,231100,8516,689515.781594939,
4070,231201,23429,681928.2419410773,
4071,231202,12093,683336.0497136774,
4072,231203,7185,676797.7759220599,
4073,231204,3570,680540.8516456583,
4074,231205,7741,676506.4766987469,
4075,231206,3815,672638.4182175623,
